turbine_id,cluster_id,score,year,lon,lat,province
COWTD-r1-000214,COWTD-CL-r1-gansu-000001,,2021,97.2359554901959,40.492737260382775,gansu
COWTD-r1-000215,COWTD-CL-r1-gansu-000001,0.35861945,2023,97.2221150707537,40.49147792877016,gansu
COWTD-r1-000216,COWTD-CL-r1-gansu-000001,0.81737137,2023,96.23266665560548,40.93300332881057,gansu
COWTD-r1-000217,COWTD-CL-r1-gansu-000001,0.76310313,2024,96.08338885074771,40.93385972324202,gansu
COWTD-r1-000218,COWTD-CL-r1-gansu-000001,0.84011680,2017,95.56682923788685,40.930677657913165,gansu
COWTD-r1-000219,COWTD-CL-r1-gansu-000001,0.82096148,2021,97.33711914314881,40.53072134379135,gansu
COWTD-r1-000220,COWTD-CL-r1-gansu-000001,0.88067961,2021,96.41469735381179,40.93337888775005,gansu
COWTD-r1-000221,COWTD-CL-r1-gansu-000001,0.84910458,2017,95.57604348524364,40.93173631728403,gansu
COWTD-r1-000222,COWTD-CL-r1-gansu-000001,0.86458558,2021,96.37005810158371,40.93309139585609,gansu
COWTD-r1-000223,COWTD-CL-r1-gansu-000001,0.86719412,2017,95.58716314390949,40.93068007640351,gansu
COWTD-r1-000224,COWTD-CL-r1-gansu-000001,0.68634659,2024,96.7780381432749,40.93592091053328,gansu
COWTD-r1-000225,COWTD-CL-r1-gansu-000001,0.76603377,2023,97.2499960800451,40.564378069977266,gansu
COWTD-r1-000226,COWTD-CL-r1-gansu-000001,0.19760583,2014,95.59612259139611,40.92832426036074,gansu
COWTD-r1-000227,COWTD-CL-r1-gansu-000001,0.79394382,2023,96.19877971261302,40.93339812394051,gansu
COWTD-r1-000228,COWTD-CL-r1-gansu-000001,0.81989747,2024,96.81383309596639,40.93581314256258,gansu
COWTD-r1-000229,COWTD-CL-r1-gansu-000001,0.14894056,2023,96.32656941495043,40.93171011237708,gansu
COWTD-r1-000230,COWTD-CL-r1-gansu-000001,0.79893607,2017,96.95975820181617,40.56442681730894,gansu
COWTD-r1-000231,COWTD-CL-r1-gansu-000001,,2017,96.9491027596632,40.56686725356234,gansu
COWTD-r1-000232,COWTD-CL-r1-gansu-000001,0.92189944,2017,96.92202911198363,40.567586839824024,gansu
COWTD-r1-000233,COWTD-CL-r1-gansu-000001,,2023,96.31117034345151,40.92990847949499,gansu
COWTD-r1-000234,COWTD-CL-r1-gansu-000001,0.47934508,2023,96.23150636700304,40.92930580775184,gansu
COWTD-r1-000235,COWTD-CL-r1-gansu-000001,0.71466744,2021,96.4047574925462,40.9312951524921,gansu
COWTD-r1-000236,COWTD-CL-r1-gansu-000001,0.83565092,2024,96.58842566568636,40.93136911484524,gansu
COWTD-r1-000237,COWTD-CL-r1-gansu-000001,0.76455849,2017,95.5751944487929,40.92828026931605,gansu
COWTD-r1-000238,COWTD-CL-r1-gansu-000001,0.86525571,2024,96.79362805622075,40.93385154651207,gansu
COWTD-r1-000239,COWTD-CL-r1-gansu-000001,0.86451870,2024,96.55805882088315,40.9308007985869,gansu
